username,date,rawContent,replyCount,retweetCount,likeCount,hashtags,mentionUsers,viewCount
Elgriego7,2024-04-02 12:51:40+00:00,@lahoragt @traficogt Mientras esté la dinosaurio mandando en el MP jamás habrá investigación alguna en contra de los corruptos.,0,0,2,,"lahoragt, traficogt",54.0
mrtato2001,2024-04-02 12:50:39+00:00,@Ricigt1 @traficogt Jajaja no se esperaba que supiera de leyes jajaja la cara del viejo serote jajajaja,0,0,0,,"Ricigt1, traficogt",36.0
rafason,2024-04-02 12:48:05+00:00,@Javi_Urizar @traficogt Crimen organizado,0,0,1,,"Javi_Urizar, traficogt",115.0
ErwinMonterros1,2024-04-02 12:40:43+00:00,@Ricigt1 @traficogt Típico pleito de viejas choleras.,0,0,0,,"Ricigt1, traficogt",47.0
Alejandro2024gt,2024-04-02 12:22:47+00:00,"@amilcarmontejo @traficogt @Noti7Guatemala @AztecaNoticiaGT @TelediarioGT @NuestroDiario Camion averiado en la 10 avenida y 11 calle zona 1, sin señales, complica el trafico. https://t.co/2JHlrmwpJD",0,0,0,,"amilcarmontejo, traficogt, Noti7Guatemala, AztecaNoticiaGT, TelediarioGT, NuestroDiario",35.0
Villatoro_gt,2024-04-02 03:25:43+00:00,"@Kalinpal53 @marioquan @traficogt @BArevalodeLeon Pero al menos ver una acción... Una que sea relevante.

Pero ni eso ha habido.",0,0,0,,"Kalinpal53, marioquan, traficogt, BArevalodeLeon",29.0
ElizaVe15409733,2024-04-01 21:07:35+00:00,@Domingo94096837 @traficogt 🤣🤣🤣🤣,0,0,0,,"Domingo94096837, traficogt",17.0
Fer230350,2024-04-01 19:24:28+00:00,@marioquan @traficogt @BArevalodeLeon La verdad Todo está peor!!,0,0,0,,"marioquan, traficogt, BArevalodeLeon",31.0
Kalinpal53,2024-04-01 15:36:30+00:00,"@marioquan @traficogt @BArevalodeLeon Lo que fue descuidado en los doce años para no ir más lejos es difícil reconstruirlo en tres meses, he visto el interés de la ministra en resolverlo pero creo que por lo menos llevará un año",1,0,3,,"marioquan, traficogt, BArevalodeLeon",759.0
cc_abogado,2024-03-31 23:55:10+00:00,@Domingo94096837 @traficogt Ahh la ignorancia de la gente,0,0,7,,"Domingo94096837, traficogt",87.0
wamado04,2024-03-30 21:18:29+00:00,@rubenarriagama1 @traficogt @MPguatemala Su respuesta esta en la ley estimado a quemar pestaña y salir de dudas,0,0,0,,"rubenarriagama1, traficogt, MPguatemala",35.0
VicMaldonadoS,2024-03-30 15:46:28+00:00,"@franas91 @traficogt Yo acabo de comprar en Farmacia Galeno y costó Q40 y algo, no Q86.19 el blíster de 10.",0,0,0,,"franas91, traficogt",115.0
Armando99321411,2024-03-29 21:53:30+00:00,@lahoragt @traficogt Ese cuate no tiene visa US.  algo anda mal.,0,0,1,,"lahoragt, traficogt",26.0
isolina_mariza,2024-03-29 21:36:56+00:00,@lahoragt @traficogt Por supuesto…si siempre ha sido parte del sistema de corruptos,0,0,1,,"lahoragt, traficogt",30.0
SGLiss1,2024-03-28 22:18:13+00:00,"@donrodri47 @traficogt Lo invito a leer el libro, si me envía un correo electrónico por DM se lo puedo compartir. https://t.co/U1Soxzn4Dl",0,1,1,,"donrodri47, traficogt",70.0
SGLiss1,2024-03-28 22:14:09+00:00,"@donrodri47 @traficogt El asunto es que el PIB no se distribuye en la población, sino que es acaparada por la élite económica (con ayuda de la élite política), impidiendo el desarrollo de la mayoría de ciudadanos. De ahí que el 60% de la población es pobre y somos uno de los países más desiguales. https://t.co/aXPxGRsR7y",1,0,3,,"donrodri47, traficogt",108.0
donrodri47,2024-03-28 20:04:15+00:00,"@SGLiss1 @traficogt Estimada Liss
Mil gracias por la información,el pib anual de Guatemala es de us$90.0 millares,creciendo 3% promedio, continuaré investigando en mi especialización.
Si contaras con datos del fracaso anticipadamente,muchas gracias.",1,0,0,,"SGLiss1, traficogt",83.0
Chominapower,2024-03-28 19:11:57+00:00,Le peló la restricción  @MuniMixco_ @netobran @EmixtraGT @traficogt  @amilcarmontejo https://t.co/Jfaxh87UYj,0,0,0,,"MuniMixco_, netobran, EmixtraGT, traficogt, amilcarmontejo",83.0
ErickVa65891293,2024-03-27 13:31:35+00:00,"@MarielosMonzon @traficogt @GuatemalaSalud1 @JoaquinBarnoya @SlowingU @NancyVir @villlaltaolga @ninomatute @AmilcarPop @NapolenMndez1 @DrVC19 @coromboncote Pequeño grupo , no , esto ya ha crecido enormemente,  la corrupción ha alcanzado límites insospechados,  y nadie hace nada",0,0,0,,"MarielosMonzon, traficogt, GuatemalaSalud1, JoaquinBarnoya, SlowingU, NancyVir, villlaltaolga, ninomatute, AmilcarPop, NapolenMndez1, DrVC19, coromboncote",128.0
Armando99321411,2024-03-27 00:06:21+00:00,@doctoracc @traficogt @BancadaVamos @CongresoGuate @AllanERodriguez @MPguatemala @CC_Guatemala Hijo predilecto de SOLOLA especialmente de PANAJACHEL.,0,0,0,,"doctoracc, traficogt, BancadaVamos, CongresoGuate, AllanERodriguez, MPguatemala, CC_Guatemala",84.0
traficogt,2024-03-26 20:34:46+00:00,Les cayó como patada en la espinilla la solicitud ante la OEA.,0,9,16,,,2912.0
PrensaComunitar,2024-03-26 17:21:05+00:00,"#Criminalización 🚨 #URGENTE La CSJ reactiva antejuicio contra el presidente Bernardo Arévalo 

El OJ informa que el pleno de magistrados rechazó las dos recusaciones presentadas por el presidente Bernardo Arévalo dentro de los antejuicios presentados por el caso Semilla y caso USAC. Ese fallo implica que los magistrados pueden conocer y decidir sobre las peticiones que planteó el MP contra el mandatario.",79,150,331,"Criminalización, URGENTE",,93245.0
ComunicaLord,2024-03-26 17:31:42+00:00,"@traficogt Por qué razón sólo hablan de las de la capital?

Cuando de las más de 100 escuelas en proceso de remozmaiento; más del 90% están afuera?",0,0,0,,traficogt,35.0
ldubon63,2024-03-26 03:51:08+00:00,@lahoragt @traficogt Ya se ve luz en el camino nos venganza es porque se lo meresen. A la cárcel todos los ladrones de cuello blanco.,0,0,0,,"lahoragt, traficogt",65.0
portocarrero54,2024-03-26 01:45:39+00:00,"@lahoragt @traficogt Arinsa, S.A. está ubicada en 2 Av E 2-28 Z.5 Residenciales El Tabacal Villa Nueva. https://t.co/STjVOF5WJL",0,2,2,,"lahoragt, traficogt",307.0
SpillariRoberto,2024-03-26 01:42:57+00:00,@Ricigt1 @traficogt Sigue la venganza,0,0,0,,"Ricigt1, traficogt",67.0
traficogt,2024-03-26 01:36:58+00:00,"@AlvaroArzuE alias ""el tangas"" vino de su viaje por Israel, después de mover la embajada a Jerusalén, diciendo que había conseguido una inversión del mismo monto... Puras pajas!  El incómodo solo es del team: Ohdp+",0,0,4,,AlvaroArzuE,545.0
ManfredoGuate,2024-03-25 22:40:41+00:00,"🚨URGENTE 🚨”EE. UU. anunció una nueva inversión al país de USS1 mil millones, mientras que el presidente Arévalo se comprometió a dar resultados en la lucha contra la corrupción.”👀👇🏾 https://t.co/aPKMtnZiPR",62,228,1008,,,21489.0
traficogt,2024-03-26 01:33:26+00:00,Esperamos ansiosos la denuncia respectiva por el contrato anómalo (no tengo la menor duda) del puente Belice II y el que dejaron a medio camino en el trébol.,3,27,51,,,3382.0
lahoragt,2024-03-25 20:00:44+00:00,"#AhoraLH | El Ministerio de Comunicaciones, Infraestructura y Vivienda (CIV) denunció ante el Ministerio Público (MP) a la empresa Arinsa, Sociedad Anónima (S.A.), por incumplir con el remozamiento de siete escuelas en el área metropolitana, informó la ministra Jazmín De la Vega en un recorrido de supervisión que realizó.

✍️: Hedy Quino/LH
📹: José Orozco/LH",44,176,532,AhoraLH,,30179.0
lahoragt,2024-03-23 22:36:42+00:00,"#AhoraLH | Durante actividad sobre el Periférico, vecinos de la colonia Bethania hacen un llamado al diputado Allan Rodríguez para que ofrezca una disculpa ante declaraciones con las cuales se refirió de manera despectiva hacia los habitantes del lugar.

📹: José Orozco/LH https://t.co/nACRCfdiIU",124,243,996,AhoraLH,,38825.0
crislemus,2024-03-23 14:54:31+00:00,"Así el @traficogt que comienza desde entrada a San Antonio La Paz, #CarreteraalAtlántico y según Waze termina cerca del ingreso a Cementos Progreso por un camión que volcó hace unas horas y luego varios accidentes por la cola. @andread_gtv https://t.co/ebFtYYs0My",1,0,1,CarreteraalAtlántico,"traficogt, andread_gtv",238.0
alexpatriotagt,2024-03-24 00:25:07+00:00,"🇬🇹🚨 #URGENTE

CONTINÚAN LOS BLOQUEOS DEL EXTINTO PARTIDO SEMILLA EN LA CIUDAD CAPITAL, ESPECÍFICAMENTE EN LA COLONIA BETHANIA, CON SUS MARAS DEL SECTOR.

#TraficoGT @traficogt @msemillagt 
@MPguatemala",0,2,4,"URGENTE, TraficoGT","traficogt, msemillagt, MPguatemala",368.0
traficogt,2024-03-22 13:29:08+00:00,"Así como las telefónicas pagaron para tener su marco ""desregulado"" y prestar el mejor servicio a la población?",0,5,6,,,2544.0
rodrigoarenas,2024-03-21 14:41:01+00:00,"Si @samuel_pz realmente quisiera que bajen los precios de las medicinas, lo único que tiene que hacer es DESREGULAR la importación y comercialización de las mismas. Con los votos que tiene hoy la alianza oficialista pasan una ley en ese sentido en dos chilasos. ¿Porqué no lo hacen?",164,51,250,,samuel_pz,81608.0
ligia_mancilla,2024-03-22 02:22:19+00:00,@samuel_pz @traficogt Ojalá ojalá sea cierto y que bajen los medicamentos. Es un pecado el costo de las medicinas en Guatemala,0,0,0,,"samuel_pz, traficogt",62.0
juanchogii,2024-03-21 23:21:55+00:00,"@dfernandezg @traficogt En Guatemala las medicinas son extremadamente caras, de ahí salen y ponen gobiernos, pero actualmente en Guatemala todo está exageradamente caro todo absolutamente todo no nos quieran babosear más.",0,0,2,,"dfernandezg, traficogt",116.0
traficogt,2024-03-21 22:12:24+00:00,Es que el documento sirve mucho para llevar los dineros tranquilo.,0,4,13,,,2336.0
Ricigt1,2024-03-21 16:06:36+00:00,"🚨🔍 Silvia Valdés, Blanca Stalling, Vitalina Orellana, Delia Dávila, Nery Medina, José Pineda y Sergio Pineda, exmagistrados de  #CSJ, fueron beneficiados con pasaportes diplomáticos, manteniendo ilegalmente ""inmunidad internacional"". A pesar del Código de Migración, que establece que deben notificar su salida en 30 días, siguen protegidos. ¡Lea la investigación de Vox Populi! 👉🏻 https://t.co/edbgDPvLVV 

#CorrupciónJudicial #CorrupciónGT 📰",37,289,367,CSJ,,19893.0
silvia13fernand,2024-03-21 20:15:12+00:00,@Ricigt1 @traficogt Ingratos son. Lo pagarán aquí o en la otra vida,0,0,0,,"Ricigt1, traficogt",73.0
LmlemusH,2024-03-21 20:01:45+00:00,"@oco_motora @traficogt Pobre señor.  Cada vez luce más desubicado en sus declaraciones , pena ajena.",0,0,0,,"oco_motora, traficogt",59.0
carlosemilio85,2024-03-21 18:15:53+00:00,"@betocardonam @amilcarmontejo @RQuinonezL @traficogt @Ronald_MacKay @PNCdeGuatemala Ahí no hay cepos ni multas, va 
@PMTMuniGuate",0,0,1,,"betocardonam, amilcarmontejo, RQuinonezL, traficogt, Ronald_MacKay, PNCdeGuatemala, PMTMuniGuate",92.0
traficogt,2024-03-21 17:11:14+00:00,"Y es por estos millones que algunos ""empresarios"" se ponen de alfombra de la vieja.",0,6,16,,,2258.0
soy_502,2024-03-19 22:37:26+00:00,"🚨¡QUE NO SE TE PASE! 🚨⎪Develan diseño de la torre del MP que costará Q320 millones ⬇️

https://t.co/kORZPK5tHp https://t.co/OALts7Pziu",79,48,166,,,102643.0
LuisFer421,2024-03-21 15:22:21+00:00,Carro en llamas km por centro comercial el parador con jurisdicción de Amatitlán hacia villa nueva @traficogt  @PMT_VILLANUEVA @PmtAmatitlan https://t.co/uvNOMJJEI7,0,0,4,,"traficogt, PMT_VILLANUEVA, PmtAmatitlan",80.0
ldubon63,2024-03-21 02:51:40+00:00,@Ricigt1 @traficogt Que pasa con desprestigiada CC que mete su nariz donde debe y el MP.,0,0,0,,"Ricigt1, traficogt",16.0
GiovanniDeLeo19,2024-03-21 01:49:06+00:00,@Ricigt1 @traficogt Por la USAC y la Autonomía.   Fuera ese usurpador.,0,0,0,,"Ricigt1, traficogt",94.0
Byron96324753,2024-03-20 23:12:27+00:00,@traficogt Y ustedes son recibiendo órdenes en inglés jajaj como toda Guatemala sabe  Arévalo impuesto junto con una bola de mugrosos piojosos y los netcenteros para que le hagan porras jajaj,0,0,0,,traficogt,25.0
traficogt,2024-03-20 22:58:50+00:00,"El tangas quiere que pensemos que es nacionalista, pero lo que en verdad defiende es el mercantilismo y clientelismo político.",1,3,19,,,2695.0
AlvaroArzuE,2024-03-20 18:52:19+00:00,Hoy fuimos convocados por el Presidente del Congreso a esta reunión de trabajo de último momento. Reitero mi postura de no participar en una discusión sobre una ley que busca regular la economía de nuestro país con personas o instituciones extranjeras. Las discusiones sobre los temas importantes internos de nuestro país se  deben de dar exclusivamente entre guatemaltecos.,1004,172,714,,,183184.0
oracintfaith,2024-03-20 16:04:53+00:00,"@cmendeza @traficogt Difamar y pedir dinero a conveniencia si es crimen. Por ser periodistas tampoco deben ser libres de investigación ni de procesos, no hay corona todos somos iguales ante la ley",0,0,2,,"cmendeza, traficogt",21.0
batallonjalapa,2024-03-20 13:57:45+00:00,"@JLFont001 @traficogt @CC_Guatemala @msemillagt Mmmm eso es en un estado ideal, los plazos jamás se cumplen, o sólo los exigen cuando son a favor de sus cuates?",0,0,0,,"JLFont001, traficogt, CC_Guatemala, msemillagt",25.0
batallonjalapa,2024-03-20 13:56:38+00:00,"@cmendeza @traficogt Pero hacerlo como él lo hizo si, extorsionista",0,0,1,,"cmendeza, traficogt",28.0
batallonjalapa,2024-03-20 13:55:31+00:00,"@OnlyenmiGuate @traficogt @BArevalodeLeon Esque son más de lo mismo, cuál es la duda o el asombro??!!",0,0,0,,"OnlyenmiGuate, traficogt, BArevalodeLeon",29.0
batallonjalapa,2024-03-20 13:52:10+00:00,"@guss_marro @traficogt @PlazaPublicaGT Me extraña que usted ahora se indigne cuando sabe perfectamente que así es el día a día de los privados de libertad, no es lo ideal pero es la realidad, ahora si levantan la voz ojalá así lo hicieran por los demás privados que merecen un trato digno no solo este sicario.",0,0,2,,"guss_marro, traficogt, PlazaPublicaGT",68.0
batallonjalapa,2024-03-20 13:50:07+00:00,"@Alvasol_ @traficogt Eso es el sistema carcelario, así están todos los privados de libertad, no es lo ideal pero si lo normal, cuál es el susto. No es nada personal pequeña.",0,0,0,,"Alvasol_, traficogt",53.0
ochaclanc,2024-03-20 13:43:59+00:00,"@cmendeza @traficogt Jajaja nunca dijieron nada sobre jesus oliva, que está se quitó la vida, cuando le conviene si son periodistas pero el señor en cuestión es un periodista extorsionador",0,1,5,,"cmendeza, traficogt",72.0
ArieFialko,2024-03-20 13:41:26+00:00,"@sperezattias @traficogt @samuel_pz Lastima que no tenga la influencia para aconsejar al presidente, sobre la consolidación d ela mafia del deporte, que están propiciando. Eso solo levantan perspicácia sobre ser más de lo mismo. Apoyamos en vano???",0,0,0,,"sperezattias, traficogt, samuel_pz",20.0
ealvarado500,2024-03-20 13:38:00+00:00,"@JLFont001 @traficogt @CC_Guatemala @msemillagt Así es Juan Luis, esa es la clase de gente que hay en el CC, que más podríamos esperar",0,0,0,,"JLFont001, traficogt, CC_Guatemala, msemillagt",68.0
canchito13,2024-03-20 01:11:04+00:00,"@traficogt Que necedad la suya, que por ley no puede, ¿tan difícil es de entender?",0,0,0,,traficogt,50.0
EstelaR21362549,2024-03-19 22:38:56+00:00,@Factor4_GT @traficogt @CC_Guatemala @CongresoGuate O sea que salió el enmuletado y dejó axeste ser despreciable en su lugar,0,0,1,,"Factor4_GT, traficogt, CC_Guatemala, CongresoGuate",78.0
Byron96324753,2024-03-19 22:18:16+00:00,@traficogt Semilla salió peor que el gimatei   Samuel el fin de su carrera jajaj https://t.co/3s5C4H1Ue7,0,0,0,,traficogt,47.0
mazingerz_gt,2024-03-19 22:12:18+00:00,"@traficogt Se vuelve a cometer el ilícito, decís vos. 🤦🤡🌱💩",0,0,0,,traficogt,55.0
traficogt,2024-03-19 22:05:08+00:00,"Entonces se vuelve a hacer el trámite... Se retrasa un poco, pero no pasa nada.",4,7,9,,,3527.0
lahoragt,2024-03-19 19:11:56+00:00,"#LHNacionales | La CC ordena anular acuerdo presidencial sobre mesa técnica para propuestas de ley de Competencia, tras solicitud del bloque VAMOS. Más detalles en la siguiente nota: 📌 https://t.co/p56QVk4pwt",129,75,218,LHNacionales,,40735.0
CansadoDeCorru1,2024-03-19 20:58:20+00:00,"@traficogt trafico en blvd Lourdes sentido a z16, la cola llega a Santa Ana z5, la causa, reten de @PMTMuniGuate insolito, deberían de estar haciendo que fluya el tráfico, no provocandolo",0,0,1,,"traficogt, PMTMuniGuate",42.0
jcarlosmoscoso,2024-03-19 18:36:14+00:00,@rdsh73 @alba_keneth @traficogt Fue el 9 de febrero de 2024.,0,0,0,,"rdsh73, alba_keneth, traficogt",52.0
glennavi,2024-03-19 18:05:00+00:00,"Por favor ayúdennos a difundir 
@traficogt @amilcarmontejo @PNCdeGuatemala https://t.co/ASFmIvIECi",1,0,0,,"traficogt, amilcarmontejo, PNCdeGuatemala",98.0
walfredeleon,2024-03-19 17:37:52+00:00,@Ricigt1 @traficogt Un mandatario judicial no es autoridad para imputarle el delito de abuso de autoridad!,0,0,0,,"Ricigt1, traficogt",16.0
rdsh73,2024-03-19 17:33:21+00:00,@alba_keneth @traficogt Esta persona ya habia sido reportada en otra fecha anterior a esta? Hace unos 3 o 4 meses?,1,0,3,,"alba_keneth, traficogt",354.0
DoloresFlo23,2024-03-19 17:23:28+00:00,@DerekUrizar @traficogt Currículo de teibolera🤑,0,0,1,,"DerekUrizar, traficogt",37.0
traficogt,2024-03-19 17:07:35+00:00,La chambeadora Marroquin en el puesto 9.,0,3,3,,,2370.0
DerekUrizar,2024-03-19 14:36:56+00:00,"Hilo de los 10 diputados que más han votado en contra o han estado ausentes para las votaciones de cada una de las sesiones del congreso. 

De un total de 251 votaciones.

1. Boris Roberto España Cáceres

🗳️ 193 / 251 
💼 VAMOS https://t.co/9QsPFdyRTl",37,397,917,,,162617.0
cocolocoantillo,2024-03-19 16:34:55+00:00,@VicenteCarrera_ @traficogt @muniguate @PrensaComunitar Ojalá la vieja del MP mande a investigar.... O la  callaron con pisto.,0,0,0,,"VicenteCarrera_, traficogt, muniguate, PrensaComunitar",26.0
lemuslimajulioc,2024-03-19 14:15:12+00:00,"@OrlandoBlancoL @traficogt Tanto alboroto, necesitamos ver a todos esos corruptos en la cárcel. https://t.co/LTFUrN5Sjx",0,0,0,,"OrlandoBlancoL, traficogt",18.0
traficogt,2024-03-19 14:08:49+00:00,Trabajar dice la doñita que por no leer una iniciativa la votó en contra e hizo el ridículo. Trabajadora!,0,4,9,,,2746.0
Soygeorgegt,2024-03-19 00:13:43+00:00,"Ahora si quieren trabajar los diputados y el año pasado con Shirley Rivera únicamente realizaron 30 sesiones extraordinarias y 4 sesiones extraordinarias.

En estas sesiones que ha realizado la nueva legislatura ha realizado más cosas para Guatemala que las 30 sesiones del año pasado.

No olvidar que en las 30 sesiones varias fueron para quitar inmunidad, ver un presupuesto sin sentido en esto se enfocaron luego de las elecciones.

Fuente: https://t.co/dYKt1CeTcs",6,122,284,,,10126.0
GlendaMottoc,2024-03-19 13:13:44+00:00,"Cuando veamos carteles como este por favor seamos empaticos. @traficogt @amilcarmontejo 
#trafico #Guatemala 

#BesosDColores https://t.co/AiD1fYcFu9",0,0,1,"trafico, Guatemala, BesosDColores","traficogt, amilcarmontejo",70.0
German49572585,2024-03-19 13:05:19+00:00,"@VicenteCarrera_ @traficogt @muniguate @PrensaComunitar E
Hasta aquí me huele a corrupción 💩💩💩",0,0,3,,"VicenteCarrera_, traficogt, muniguate, PrensaComunitar",35.0
Mash9107,2024-03-19 12:59:55+00:00,@traficogt Que no tengan paz esas mierdas!,0,0,0,,traficogt,14.0
traficogt,2024-03-19 12:51:20+00:00,"""El tangas"" ha hablado!  Incómodamente tuyo.",0,0,3,,,2629.0
AlvaroArzuE,2024-03-19 05:34:01+00:00,"Por supuesto que me atrevo a criticarlos a ustedes porque las decisiones que vienen tomando son muy lamentables. Las únicas veces que se cancelaron sesiones durante mi presidencia fue por alguna manifestación que impedía la entrada de los diputados al edificio. NUNCA se canceló una sesión por algún berrinche político, por no contar con votos para aprobación y mucho menos por órdenes del bloque oficial como lo han hecho ustedes.",353,92,511,,,85152.0
Byron96324753,2024-03-19 12:25:48+00:00,@traficogt Esas personas que salen gritándolo son puras activistas de la izquierda  progre no es gente decente,0,0,1,,traficogt,23.0
traficogt,2024-03-19 12:19:34+00:00,"Puro amor recibe, cuando es otra HDP+",2,33,97,,,5137.0
Guatealejandro,2024-03-18 23:44:13+00:00,La ex Magistrada Blanca Stalling fue increpada a las afueras de Torre de Tribunales le dijeron algunas cosas que a ella no le gusta escuchar. https://t.co/uuQ3GeTB5x,104,347,1141,,,104688.0
FigueroArlette,2024-03-19 04:48:07+00:00,@ximenabarrera__ @traficogt Gracias por compartir 🤍,0,0,0,,"ximenabarrera__, traficogt",2292.0
unico_chapin,2024-03-18 19:38:50+00:00,@PrensaComunitar @traficogt todos lo que creemos y sabemos que hay un Dios TODOPODEROSO hará justicia sobre todas las personas que MALISIOSAMENTE y en nombre de la LEY dañan malintencionadamente  a los guatemaltecos,0,0,1,,"PrensaComunitar, traficogt",118.0
honor182,2024-03-17 23:16:56+00:00,@PMT_VILLANUEVA @traficogt #TraficoGT @Factor4_GT @PMTMuniGuate #Guatemala https://t.co/PE1wsgBmTV,0,0,0,"TraficoGT, Guatemala","PMT_VILLANUEVA, traficogt, Factor4_GT, PMTMuniGuate",101.0
astrixmp,2024-03-17 22:55:22+00:00,@prensa_libre De una vez multenlos por la contaminaciòn auditiva!  Esos escapes  estruendosos! @amilcarmontejo @traficogt,0,0,0,,"prensa_libre, amilcarmontejo, traficogt",47.0
JreyesArgueta,2024-03-17 17:23:23+00:00,@Sonny_Figueroa @traficogt @VoxPopuliGuate @marvindelcid @BArevalodeLeon Entonces no te enfoques en el monto como lo haces en tu nota.,0,0,0,,"Sonny_Figueroa, traficogt, VoxPopuliGuate, marvindelcid, BArevalodeLeon",34.0
traficogt,2024-03-17 17:07:24+00:00,Plumas pagadas siempre han habido y habrán.   Besar los c√£©s es en realidad el oficio más viejo del mundo.,0,2,7,,,3505.0
FigueroaSarti,2024-03-17 16:43:42+00:00,"No tenía la menor idea de quién es el tal @mlukacs, pero rápido se me despejó la duda de qué lado patea. Aún me queda la duda de quién financió su viaje y si vino solo para loar a la Comosiama o también dio conferencias en las zonas 4 y 10. https://t.co/GWrutBg5sq",21,24,86,,mlukacs,7997.0
aurabenitez,2024-03-16 23:31:37+00:00,@monymmorales @traficogt Y que tiene que ver con ese Departamento????,0,0,0,,"monymmorales, traficogt",24.0
FrAncisKo2323,2024-03-16 21:20:16+00:00,@isaac_jn316 @Uber @SantosDalia @amilcarmontejo @muniguate @traficogt Pero ya se acomodaron los hilos de puta de #uberGuatemala hasta ahora se volvieron extorsionadores le ponen a uno que les debe sin usar esa mierda de servicio,0,0,0,uberGuatemala,"isaac_jn316, Uber, SantosDalia, amilcarmontejo, muniguate, traficogt",65.0
MariaCdeLeon1,2024-03-16 20:29:13+00:00,"@ManfredoGuate @traficogt Mis respetos para el lic. Allan y su bancada, DIOS LO BENDIGA",0,0,0,,"ManfredoGuate, traficogt",32.0
ealvarado500,2024-03-16 06:06:25+00:00,@Ricigt1 @traficogt Cuando se va a investigar a Consuelo Porras?,0,0,0,,"Ricigt1, traficogt",168.0
JudithColnJ1,2024-03-16 04:47:28+00:00,"@traficogt Señor Álvaro Arzú E.  decir incómodo, es decir mucho, y aclare incómodo ¿para quién? realmente ha pasado tan desapercibido como cero a la izquierda",0,0,0,,traficogt,50.0
ChristianOban18,2024-03-16 02:41:52+00:00,@traficogt El sin lunch,0,0,0,,traficogt,66.0
gac_78,2024-03-16 02:37:25+00:00,@monymmorales @traficogt Pregúntenle por la historia y autorización de la U Rural,0,0,1,,"monymmorales, traficogt",70.0
Elbuenchapin_gt,2024-03-16 01:44:58+00:00,@traficogt Tragapitos le queda bien,0,0,1,,traficogt,70.0
ldubon63,2024-03-16 01:21:34+00:00,@ManfredoGuate @traficogt Porque los de Semilla no actúan en otra de este coche el les trata de locos corruptos y ellos como su nada ya basta. Ofende cada vez que habré la boca (osico).,0,0,0,,"ManfredoGuate, traficogt",78.0
CharlieAlfonso3,2024-03-16 01:10:40+00:00,@traficogt @infogt_noticias que tráfico más https://t.co/pNquyOfn1N,0,0,0,,"traficogt, infogt_noticias",60.0
1Jass1Jass,2024-03-16 01:08:21+00:00,"@traficogt Jajajaja este mono delen su banano para que deje de hacer nada, que es lo que ha hecho durante estos años, aparte que a su mamá la mantiene la muni",0,0,1,,traficogt,81.0
VillatoroMilton,2024-03-16 01:05:55+00:00,@GustavoSantiz28 @traficogt Maldito corrupto no hay otro superlativo,0,0,0,,"GustavoSantiz28, traficogt",46.0
traficogt,2024-03-16 01:02:31+00:00,"Oportunidad única de ponerle un buen mote al señorito arzú:

Yo voto por: El ""Tangas""

UD qué dice?  

Los leo!",6,2,16,,,5258.0
AlvaroArzuE,2024-03-14 21:46:04+00:00,"Hoy se cumplen 2 meses del gobierno de Semilla y en estos dos primeros meses he sido incómodo para el oficialismo por oponerme a las ideas que hoy quieren imponernos y que han demostrado su fracaso a nivel mundial.  Voy a seguir siendo incómodo porque la libertad individual, la propiedad privada y la vida deben defenderse.",1589,234,1003,,,180568.0
rack2311,2024-03-16 00:46:40+00:00,@guss_marro @traficogt El sr Beltranena deberían expulsarlo del país...Parásitos no necesitamos...,0,0,1,,"guss_marro, traficogt",50.0
SamuelVazq61417,2024-03-16 00:39:28+00:00,@monymmorales @traficogt Tu M...,0,0,0,,"monymmorales, traficogt",61.0
traficogt,2024-03-16 00:35:41+00:00,Ese tu tweet no tiene ningún contenido.  Aprende a comunicarte.  Incómodo?  Serás tanga.,1,2,16,,,3232.0
traficogt,2024-03-16 00:31:09+00:00,La opción que falta es: Una HDP+,0,0,2,,,2050.0
bernardosilvagt,2024-03-15 13:20:39+00:00,"Dice el diputado Fidel Reyes que deberían declarar HEROINA NACIONAL a Consuelo Porras del @MPguatemala 

¿Para usted ella es...?

Por favor RT para una muestra más grande 🙏",42,192,122,,MPguatemala,8617.0
luisficarpediem,2024-03-15 22:45:40+00:00,"A estas gentes en el @traficogt, ¿sus padres no les enseñaron a pedir por favor, ni a dar las gracias? ¿Se criaron solitos en el monte?",0,1,4,,traficogt,340.0
DanceConnectGt,2024-03-15 21:00:08+00:00,"#traficogt @amilcarmontejo @traficogt 15:00 horas, ruta al atlántico,  desnivel Lomas del norte dirección norte https://t.co/fz6FKyuY0u",0,1,2,traficogt,"amilcarmontejo, traficogt",1067.0
Marloa4,2024-03-15 13:43:56+00:00,"@Factor4_GT @traficogt El gordo del devocionario 💵💵💵...., ja, ja ja ja ja",0,0,0,,"Factor4_GT, traficogt",19.0
NestorLFlo68191,2024-03-15 01:37:04+00:00,"@BustoCuesta @PrensaComunitar @traficogt El mayor ladrón de la historia política del país ahora está tranquilo con inmunidad en el Parlacen, después de todo el saqueo que hizo con su pareja",0,0,1,,"BustoCuesta, PrensaComunitar, traficogt",53.0
jaironpurocrema,2024-03-15 00:46:58+00:00,@BustoCuesta @PrensaComunitar @traficogt JAJAJA 😂 😂 DE LEJOS SE VE QUE SOS NET CENTER HIJO DE PUTA JAJAJA 😂,0,0,2,,"BustoCuesta, PrensaComunitar, traficogt",34.0
